PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
PR5460,9728-1A5B,2021-11-13,3,2,3,3,1,4,4,4
PR5461,4565-62DE,2021-11-14,1,3,4,2,0,4,5,4
PR5462,1D32-9620,2021-11-14,4,3,4,3,2,2,5,4
PR5463,FB6A-3F11,2021-11-14,3,3,3,1,2,3,5,4
PR5464,D061-5CAD,2021-11-15,1,1,1,3,3,1,3,3
PR5465,C395-8C36,2021-11-16,1,1,2,3,1,4,5,4
PR5466,B063-A2B5,2021-11-16,4,2,4,3,0,1,3,3
PR5467,C25C-C434,2021-11-17,2,1,1,3,0,1,4,4
PR5468,4DA0-81D7,2021-11-17,3,2,1,3,2,2,4,3
PR5469,7DD6-128C,2021-11-17,5,2,4,2,2,3,4,4
PR547,B1EC-849B,2015-03-06,5,3,2,3,1,5,3,2
PR5470,8292-6635,2021-11-18,5,3,2,2,2,3,5,5
PR5471,8328-A764,2021-11-18,3,2,5,1,1,4,4,3
PR5472,A4E5-CE62,2021-11-18,4,2,2,1,1,2,3,2
PR5473,085C-7FC2,2021-11-19,4,3,2,2,2,4,5,4
PR5474,8078-6154,2021-11-19,5,5,5,1,1,3,4,3
PR5475,CC88-AE14,2021-11-19,3,5,2,2,0,4,4,3
PR5476,9756-3EAB,2021-11-19,5,2,2,2,1,5,4,4
PR5477,7FFD-C810,2021-11-20,4,1,2,3,0,3,5,4
PR5478,9360-3A68,2021-11-20,2,2,3,2,0,1,3,3
PR5479,3D9E-FB05,2021-11-20,2,3,1,2,2,2,3,2
PR548,8567-5B27,2015-03-07,4,2,3,3,3,2,4,3
PR5480,C219-6C2E,2021-11-21,4,2,3,3,0,3,3,2
PR5481,757F-78FE,2021-11-21,4,5,3,1,0,5,3,3
PR5482,A862-3880,2021-11-21,3,4,3,2,1,5,3,2
PR5483,1749-81A2,2021-11-22,4,3,3,3,1,2,4,3
PR5484,1053-41B1,2021-11-22,4,5,4,1,3,4,5,5
PR5485,C22D-CE5F,2021-11-23,5,5,3,2,0,5,3,3
PR5486,E523-D168,2021-11-23,4,2,5,1,1,2,5,5
PR5487,5B11-3DB3,2021-11-24,3,2,4,3,1,3,3,3
PR5488,6A2B-42DB,2021-11-24,5,5,4,1,1,5,5,4
PR5489,F838-C681,2021-11-24,4,3,3,3,3,2,3,3
PR549,D970-9F5E,2015-03-07,3,3,3,2,2,4,4,4
PR5490,6413-42F1,2021-11-24,3,3,2,2,1,3,4,3
PR5491,3994-472A,2021-11-25,3,4,2,1,0,5,3,3
PR5492,12B5-11CC,2021-11-26,3,2,2,1,2,5,5,4
PR5493,4969-9A35,2021-11-27,4,2,4,1,0,3,5,4
PR5494,2BEA-43B2,2021-11-27,5,4,3,1,0,3,3,2
PR5495,6A67-EC2C,2021-11-27,5,4,2,3,0,4,3,2
PR5496,C54B-DBC5,2021-11-28,3,5,4,3,1,4,3,2
PR5497,B312-7192,2021-11-28,5,2,5,3,1,5,3,3
PR5498,296A-A685,2021-11-29,3,3,5,1,0,5,5,4
PR5499,9FE1-0345,2021-11-30,3,2,2,1,0,2,3,3
PR55,2219-56CA,2013-02-21,4,4,4,3,2,2,3,2
PR550,EAB1-2EB2,2015-03-07,5,2,5,3,0,3,5,5
PR5500,F265-79B0,2021-11-30,4,3,4,2,0,3,3,2
PR5501,4886-62DF,2021-12-01,4,3,5,1,1,3,5,4
PR5502,6987-6124,2021-12-01,5,5,4,2,2,5,4,3
PR5503,BD70-7DAE,2021-12-02,5,3,2,1,2,5,4,3
PR5504,DDAC-D5FD,2021-12-02,5,4,2,2,2,4,4,4
PR5505,ACB2-6640,2021-12-02,5,3,3,3,0,2,3,2
PR5506,3D71-8DC2,2021-12-04,3,2,5,3,2,2,4,4
PR5507,A923-9EF6,2021-12-04,4,5,5,1,2,3,5,5
PR5508,DFA9-990E,2021-12-04,4,4,3,2,1,5,4,4
PR5509,D39D-4015,2021-12-04,5,4,3,2,1,2,4,4
PR551,7EE7-2C43,2015-03-08,4,2,2,2,1,2,4,4
PR5510,4A39-E8E6,2021-12-04,4,5,4,1,1,2,3,2
PR5511,C6EC-FEB5,2021-12-06,5,4,3,3,2,4,5,5
PR5512,1B4A-5D80,2021-12-06,3,2,4,3,0,2,3,2
PR5513,598D-E3B4,2021-12-07,4,3,3,2,0,4,3,3
PR5514,B98B-4689,2021-12-07,3,5,5,1,0,3,4,4
PR5515,DBF0-2EA3,2021-12-07,3,2,3,2,2,4,4,4
PR5516,63BF-A86A,2021-12-08,5,2,4,3,2,5,5,5
PR5517,58C8-63FA,2021-12-08,5,2,3,3,2,4,4,4
PR5518,CF8D-7379,2021-12-10,5,5,5,3,2,4,5,4
PR5519,8892-77D8,2021-12-10,3,4,2,2,0,2,4,3
PR552,D954-6402,2015-03-08,3,4,3,3,3,3,3,2
PR5520,C62F-44EF,2021-12-10,4,2,4,1,1,3,5,4
PR5521,533B-938D,2021-12-11,5,2,4,2,2,4,4,4
PR5522,BEE2-8052,2021-12-11,5,3,3,2,1,5,5,4
PR5523,E6D9-ADEE,2021-12-12,5,5,3,2,1,2,5,4
PR5524,E5C1-B122,2021-12-12,3,2,5,3,2,3,5,5
PR5525,7F5B-92AD,2021-12-12,3,2,3,2,0,5,4,4
PR5526,BC21-2167,2021-12-12,5,2,3,2,2,5,3,2
PR5527,9862-8904,2021-12-13,3,5,3,3,1,4,4,4
PR5528,08FC-817E,2021-12-14,4,2,3,1,1,2,5,4
PR5529,E55E-9436,2021-12-15,1,2,1,2,0,3,4,4
PR553,73CF-4956,2015-03-08,4,5,2,1,1,5,4,4
PR5530,9CC0-FF43,2021-12-15,2,1,1,3,2,2,5,4
PR5531,3A36-DA50,2021-12-15,2,2,3,2,0,2,5,4
PR5532,CAD7-01BE,2021-12-15,3,3,4,1,3,2,3,2
PR5533,DF94-FD29,2021-12-16,4,2,2,3,0,5,5,5
PR5534,9E8E-F2FF,2021-12-16,4,4,2,1,0,4,4,4
PR5535,9C71-34AE,2021-12-17,5,2,2,2,3,2,4,3
PR5536,8E5B-CBBF,2021-12-17,5,5,3,3,0,4,3,3
PR5537,C0B9-E4C1,2021-12-17,5,2,4,3,2,4,5,4
PR5538,AF5D-A8C8,2021-12-18,4,4,2,3,0,5,5,4
PR5539,DCFE-F601,2021-12-18,5,5,4,2,1,3,5,5
PR554,E3B6-49F8,2015-03-08,4,5,5,1,0,5,5,5
PR5540,776A-CDBC,2021-12-18,3,2,5,2,1,5,5,5
PR5541,D471-4BFF,2021-12-18,5,2,3,3,0,2,5,4
PR5542,0CED-EE28,2021-12-19,4,3,4,2,2,2,3,3
PR5543,5C61-8F3A,2021-12-19,5,2,2,1,1,2,5,5
PR5544,13E5-8466,2021-12-19,3,4,3,2,0,2,3,3
PR5545,10CE-8403,2021-12-20,3,4,2,2,0,3,3,3
PR5546,A2FB-2D5D,2021-12-21,4,5,5,3,2,5,3,3
PR5547,F93D-CB5A,2021-12-21,5,2,4,2,1,4,3,2
PR5548,0697-ADC3,2021-12-21,3,4,2,1,1,4,5,4
PR5549,A896-CDE2,2021-12-21,3,3,2,1,0,5,4,3
PR555,4B6E-3C21,2015-03-10,4,5,2,3,2,3,5,5
PR5550,5E53-1897,2021-12-22,5,4,5,3,0,4,5,4
PR5551,E681-7B57,2021-12-23,4,3,2,2,3,3,3,2
PR5552,637B-DBAD,2021-12-23,4,4,4,1,1,2,3,3
PR5553,D836-B375,2021-12-23,5,4,5,3,0,4,4,3
PR5554,63E9-F74A,2021-12-23,5,4,2,1,0,4,3,2
PR5555,B492-D447,2021-12-23,5,3,4,2,2,4,4,3
PR5556,1BAE-4DA1,2021-12-23,5,2,2,1,2,4,4,3
PR5557,61CC-2C1D,2021-12-23,4,4,2,3,2,2,4,4
PR5558,7054-B62C,2021-12-23,5,2,2,2,0,2,5,4
PR5559,A859-9A84,2021-12-23,5,2,2,3,0,3,3,2
PR556,40A9-8EB0,2015-03-10,4,2,3,2,1,2,3,3
PR5560,6C42-A719,2021-12-24,3,3,3,2,0,5,4,3
PR5561,A9EB-9E41,2021-12-24,3,4,5,2,1,4,5,5
PR5562,1FAC-768D,2021-12-24,4,2,5,3,0,2,5,4
PR5563,ADA1-966E,2021-12-24,3,2,4,2,0,4,3,2
PR5564,B0C8-E3DF,2021-12-24,5,2,2,2,0,5,4,3
PR5565,4CA1-F139,2021-12-25,5,2,5,2,0,5,5,5
PR5566,DCA7-D382,2021-12-26,3,5,4,2,1,2,3,3
PR5567,1609-65E1,2021-12-27,5,4,4,3,1,5,5,5
PR5568,4D7E-BDA4,2021-12-27,5,3,3,1,0,4,5,4
PR5569,2857-A950,2021-12-27,5,2,4,3,0,3,3,2
PR557,B005-602F,2015-03-11,4,5,5,3,0,4,3,2
PR5570,03EF-5904,2021-12-28,5,2,4,3,1,4,3,3
PR5571,74F2-5C55,2021-12-29,4,2,4,3,1,5,5,4
PR5572,ACA9-5DC2,2021-12-29,3,4,3,3,1,5,5,5
PR5573,211E-BC82,2021-12-29,5,3,3,2,2,4,4,3
PR5574,E47D-E3C5,2021-12-29,4,4,5,1,0,2,3,2
PR5575,097B-A688,2021-12-29,4,2,2,3,2,2,4,3
PR5576,1A2D-52EC,2021-12-29,5,2,4,3,2,2,5,4
PR5577,6CC9-81FC,2021-12-29,4,2,3,1,0,3,3,3
PR5578,40BE-EEAF,2021-12-30,5,2,5,2,0,4,3,3
PR5579,79F3-8AA5,2021-12-30,4,3,3,3,1,4,3,2
PR558,4A0E-9958,2015-03-12,3,3,4,3,3,5,3,3
PR5580,79F7-78EC,2021-12-31,3,3,5,1,0,4,3,2
PR5581,41EC-F2AA,2021-12-31,5,3,5,2,3,5,3,2
PR5582,8462-E88A,2021-12-31,4,2,5,2,3,5,4,4
PR5583,B57F-B5CE,2021-12-31,3,2,3,2,3,5,4,4
PR5584,24FA-A637,2021-12-31,5,3,2,1,0,2,5,5
PR5585,B61E-0F26,2022-01-01,3,4,4,1,1,5,5,5
PR5586,F5E3-48BB,2022-01-01,4,5,2,2,1,3,5,4
PR5587,C2DD-9D37,2022-01-01,5,4,4,1,2,5,5,5
PR5588,DF71-97FB,2022-01-01,5,5,5,1,2,2,3,3
PR5589,2637-BDCD,2022-01-01,5,5,3,2,1,2,5,4
PR559,CFE3-312D,2015-03-12,3,4,4,2,0,4,4,3
PR5590,0678-748A,2022-01-02,3,2,4,1,0,2,3,2
PR5591,541F-3E19,2022-01-02,5,2,4,2,3,5,3,3
PR5592,89A6-7EF1,2022-01-02,3,3,4,3,1,2,3,2
PR5593,4C66-6E16,2022-01-02,5,4,5,1,1,3,4,4
PR5594,5609-8585,2022-01-02,5,3,2,1,0,2,4,4
PR5595,0C6D-2825,2022-01-02,4,5,5,1,0,5,5,5
PR5596,9536-9492,2022-01-02,4,2,2,2,1,2,5,4
PR5597,C0A1-EB7D,2022-01-03,3,5,2,2,0,4,3,2
PR5598,1359-BEE3,2022-01-04,3,3,5,1,0,2,3,3
PR5599,0592-D909,2022-01-04,5,4,3,3,1,3,5,5
PR56,8FB2-4CE0,2013-02-21,4,2,5,2,0,3,4,3
PR560,68FB-06A7,2015-03-14,5,3,5,2,1,2,4,4
PR5600,12E5-9BD1,2022-01-04,4,3,4,3,1,3,4,4
PR5601,D5DA-363A,2022-01-05,4,4,4,1,2,4,5,4
PR5602,9E7A-1F70,2022-01-06,4,4,3,3,2,3,3,3
PR5603,58F5-C8FC,2022-01-06,3,4,5,1,2,4,4,3
PR5604,3C78-06E7,2022-01-06,4,5,2,1,0,4,4,4
PR5605,4C72-E72F,2022-01-06,5,2,4,3,0,4,4,4
PR5606,63E0-439B,2022-01-06,5,4,3,1,1,5,3,3
PR5607,C251-2A18,2022-01-07,5,5,2,1,2,5,5,5
PR5608,79E4-6632,2022-01-07,5,3,2,3,0,3,3,2
PR5609,4304-4B4E,2022-01-07,5,5,5,1,1,5,3,3
PR561,2551-DD9B,2015-03-14,5,5,2,3,0,4,4,4
PR5610,05ED-92F1,2022-01-08,3,5,4,1,3,4,4,3
PR5611,F72D-261D,2022-01-08,5,5,3,2,0,3,3,2
PR5612,38EB-ADBD,2022-01-08,4,3,2,1,2,4,4,4
PR5613,D106-E487,2022-01-08,4,4,3,3,0,4,5,5
PR5614,7805-8A7C,2022-01-08,2,3,1,3,2,4,3,2
PR5615,FAB0-2FF2,2022-01-08,2,1,3,3,2,4,4,3
PR5616,8EF9-CECD,2022-01-08,4,3,3,3,1,3,4,3
PR5617,774E-685D,2022-01-09,3,2,5,1,1,2,3,2
PR5618,9937-CDF7,2022-01-09,4,4,4,3,0,4,4,3
PR5619,7839-CA12,2022-01-10,4,2,4,3,3,4,3,3
PR562,4F28-CFAF,2015-03-15,5,3,3,2,0,2,5,4
PR5620,EB66-D679,2022-01-10,3,4,3,3,2,3,5,5
PR5621,9591-C955,2022-01-10,5,3,2,1,0,3,5,5
PR5622,576B-6628,2022-01-10,4,2,2,1,1,5,5,5
PR5623,F58A-302D,2022-01-11,3,4,5,1,2,4,5,5
PR5624,12F7-BCBB,2022-01-12,5,2,3,2,1,4,4,4
PR5625,D045-B6CA,2022-01-12,3,4,3,3,1,2,4,4
PR5626,B340-5AD2,2022-01-12,3,3,3,1,0,4,5,5
PR5627,CDAC-40FE,2022-01-12,4,4,3,1,1,3,5,4
PR5628,FF14-A43E,2022-01-13,3,4,2,3,0,4,4,3
PR5629,3992-22AD,2022-01-13,3,2,5,1,0,2,5,4
PR563,7C80-94E0,2015-03-15,4,3,2,3,2,4,4,4
PR5630,BD94-98E0,2022-01-13,4,5,2,1,1,4,3,2
PR5631,02DA-7A72,2022-01-14,4,2,2,2,0,3,3,2
PR5632,28EA-A010,2022-01-14,3,3,4,3,1,2,4,3
PR5633,CBB3-0D7E,2022-01-14,3,4,3,3,0,5,3,2
PR5634,C330-DAF4,2022-01-14,4,2,4,3,0,4,5,4
PR5635,63B8-CCC0,2022-01-14,5,5,3,3,2,5,4,3
PR5636,79D0-C935,2022-01-14,5,4,4,3,0,5,3,3
PR5637,2796-828F,2022-01-14,5,5,5,2,0,2,5,5
PR5638,B48C-47D0,2022-01-15,3,3,5,2,1,4,3,2
PR5639,6DEB-F440,2022-01-15,3,3,2,3,2,4,4,3
PR564,8233-2483,2015-03-15,4,4,5,3,1,2,4,3
PR5640,EDC5-6FB7,2022-01-15,4,4,4,3,2,4,5,5
PR5641,32AE-C02F,2022-01-16,2,1,2,3,3,1,3,3
PR5642,8A6B-AD5C,2022-01-16,2,4,2,2,2,2,3,2
PR5643,8D34-EBDF,2022-01-16,2,4,2,2,0,1,3,2
PR5644,6BAB-8D77,2022-01-16,3,2,1,2,0,1,5,4
PR5645,7F24-55A3,2022-01-16,4,2,2,1,2,3,3,2
PR5646,6FE1-C8A8,2022-01-17,4,3,5,1,0,3,5,4
PR5647,EB8F-204D,2022-01-17,3,3,5,1,2,4,5,4
PR5648,D921-AC35,2022-01-17,3,3,2,3,2,2,3,2
PR5649,6A8B-EC82,2022-01-17,4,3,5,2,0,4,4,3
PR565,8A5B-3D6E,2015-03-16,3,3,5,1,2,3,3,3
PR5650,3B2D-9E60,2022-01-17,4,5,2,3,1,4,3,2
PR5651,606E-A262,2022-01-18,4,4,3,2,1,5,4,3
PR5652,2374-7581,2022-01-18,5,5,3,2,1,2,4,3
PR5653,D3EB-610D,2022-01-18,5,2,4,3,0,5,4,3
PR5654,74B4-CB7A,2022-01-18,3,2,2,3,1,5,5,5
PR5655,05B0-755F,2022-01-19,3,3,5,1,0,5,4,4
PR5656,C1E8-5AAB,2022-01-19,5,3,3,2,1,4,5,4
PR5657,FB4B-067E,2022-01-19,3,2,5,3,2,5,4,4
PR5658,45D2-369E,2022-01-20,4,5,2,3,3,2,5,5
PR5659,7F1C-20B8,2022-01-20,5,3,4,2,1,4,5,5
PR566,4500-37EB,2015-03-17,5,3,3,1,1,3,3,3
PR5660,F98B-61B3,2022-01-20,3,3,5,3,0,5,3,3
PR5661,D4D5-27FB,2022-01-21,4,2,2,3,0,4,5,5
PR5662,9C71-61AE,2022-01-21,3,4,5,2,2,5,5,4
PR5663,8AAD-FAFB,2022-01-22,3,5,4,1,2,2,4,4
PR5664,20BA-5868,2022-01-22,3,3,5,1,2,2,5,5
PR5665,45D7-5C8A,2022-01-23,4,4,2,3,0,3,5,5
PR5666,AB03-8820,2022-01-23,4,4,2,1,1,5,5,5
PR5667,E1FE-67B5,2022-01-23,5,4,3,3,0,3,4,3
PR5668,B4E1-4A3E,2022-01-24,3,3,4,2,0,2,5,5
PR5669,618D-7685,2022-01-25,1,2,3,2,1,2,4,3
PR567,528C-3E0D,2015-03-17,4,4,4,2,1,2,5,5
PR5670,FBED-F86B,2022-01-25,2,3,3,1,0,2,3,3
PR5671,4049-CF88,2022-01-25,1,4,3,3,1,1,3,2
PR5672,81C2-E188,2022-01-26,2,2,1,3,0,3,5,5
PR5673,5A0B-7F31,2022-01-27,3,5,2,3,0,2,4,4
PR5674,E4F4-11B9,2022-01-27,4,4,2,2,1,2,5,5
PR5675,B303-8962,2022-01-27,4,4,2,2,0,3,4,3
PR5676,B56D-46CE,2022-01-27,5,4,3,2,0,5,5,4
PR5677,98EE-8547,2022-01-28,4,3,3,2,0,3,4,4
PR5678,041A-31B0,2022-01-28,4,2,4,2,0,5,3,2
PR5679,257B-8130,2022-01-28,3,4,4,1,3,4,4,3
PR568,D077-169C,2015-03-18,4,4,4,1,0,3,5,5
PR5680,7279-6591,2022-01-29,5,4,2,3,0,5,4,3
PR5681,EEFC-DEC7,2022-01-29,3,2,2,3,1,3,4,3
PR5682,2E7B-43F0,2022-01-29,4,4,3,3,0,4,5,4
PR5683,4F22-FF67,2022-01-29,4,2,5,2,0,5,5,5
PR5684,1180-BEC9,2022-01-30,4,2,4,1,1,3,4,4
PR5685,B50B-5A18,2022-01-31,3,2,2,3,1,3,5,4
PR5686,E099-3FCC,2022-01-31,4,4,1,3,1,4,5,4
PR5687,0B19-EFB2,2022-01-31,4,4,1,2,0,3,4,4
PR5688,3182-7F44,2022-01-31,3,3,3,1,0,2,5,5
PR5689,B0B9-19C6,2022-01-31,5,5,5,3,0,4,3,3
PR569,9727-BC84,2015-03-19,5,4,2,2,2,2,5,4
PR5690,8CF6-3079,2022-02-01,5,4,3,3,1,2,4,3
PR5691,D7EE-56FC,2022-02-01,3,3,3,1,1,2,4,4
PR5692,1F12-DDDA,2022-02-01,5,2,2,2,0,4,3,2
PR5693,9658-7750,2022-02-01,3,5,4,1,0,5,3,2
PR5694,B0C3-E578,2022-02-01,3,2,5,2,3,4,4,3
PR5695,5F06-D3F6,2022-02-01,5,2,4,3,1,4,3,2
PR5696,62A3-DEA7,2022-02-02,5,4,3,2,1,5,5,4
PR5697,586E-5C14,2022-02-02,4,3,2,1,0,3,5,5
PR5698,A885-BF42,2022-02-02,3,1,2,1,0,1,5,5
PR5699,EF95-30A5,2022-02-02,3,4,3,3,1,4,5,5
PR57,5237-1B85,2013-02-22,4,2,5,1,2,2,3,3
PR570,DA8E-9496,2015-03-19,4,3,5,1,0,4,5,5
PR5700,8EE9-E86D,2022-02-03,4,1,3,1,1,1,4,4
PR5701,F3CD-9B5B,2022-02-03,3,4,3,1,1,3,5,4
PR5702,AD0D-E79F,2022-02-03,5,4,2,1,1,4,3,2
PR5703,D8B3-30D2,2022-02-03,4,4,5,3,1,4,5,5
PR5704,B975-943A,2022-02-03,3,2,4,2,2,4,4,4
PR5705,C250-AF15,2022-02-03,4,2,3,1,2,4,3,3
PR5706,B122-D3D2,2022-02-03,4,4,5,2,1,4,5,5
PR5707,45A4-C1D0,2022-02-03,5,5,2,1,1,3,3,3
PR5708,DB6B-88DA,2022-02-03,5,5,4,3,0,2,4,4
PR5709,151D-1FF2,2022-02-04,3,4,5,2,0,3,3,2
PR571,DEC5-9319,2015-03-19,5,5,2,3,0,2,3,3
PR5710,5476-CA0D,2022-02-04,5,4,3,1,2,5,3,3
PR5711,D696-9D82,2022-02-04,3,5,2,2,1,2,3,2
PR5712,1453-D3D8,2022-02-05,4,2,3,3,2,3,4,4
PR5713,5AD2-3B02,2022-02-05,3,4,5,1,0,3,5,5
PR5714,3DCC-7FA4,2022-02-06,5,2,5,2,0,4,4,4
PR5715,56FC-5C6E,2022-02-06,3,4,2,2,1,3,5,4
PR5716,C96F-0F3B,2022-02-07,3,2,5,3,1,4,5,5
PR5717,EE39-C8F2,2022-02-07,3,4,2,2,0,2,5,5
PR5718,DF63-0D3C,2022-02-07,5,2,2,2,3,4,4,3
PR5719,B995-E5CE,2022-02-07,5,5,2,2,0,4,4,3
PR572,88B8-EB84,2015-03-20,3,4,5,1,1,5,4,4
PR5720,9DFE-1FD5,2022-02-08,5,5,2,2,0,3,5,5
PR5721,0D1B-DEC2,2022-02-09,5,4,3,1,1,4,5,4
PR5722,B407-ABCA,2022-02-09,4,3,3,1,0,4,3,3
PR5723,5818-560C,2022-02-09,3,4,3,1,1,4,4,3
PR5724,DB6C-3B2F,2022-02-10,3,3,5,1,1,2,5,4
PR5725,8ED3-4377,2022-02-10,5,3,4,2,0,2,3,3
PR5726,279C-7342,2022-02-11,3,2,4,1,1,4,4,4
PR5727,83FD-F920,2022-02-11,5,4,3,2,1,4,4,4
PR5728,B2D6-A355,2022-02-11,5,2,3,3,0,2,4,4
PR5729,7D2D-3831,2022-02-11,4,2,2,1,1,5,4,4
PR573,E1B4-9AA1,2015-03-23,4,4,4,2,2,4,5,4
PR5730,626A-9377,2022-02-12,4,3,5,1,3,2,4,4
PR5731,0CF8-1EBD,2022-02-12,3,3,2,3,1,2,3,3
PR5732,388D-DB68,2022-02-12,5,5,5,2,0,4,5,5
PR5733,6828-1F30,2022-02-12,3,5,2,3,2,3,4,4
PR5734,AE73-B863,2022-02-12,3,4,2,2,0,5,5,5
PR5735,0DBC-596E,2022-02-13,5,2,2,2,1,4,5,5
PR5736,55B1-3712,2022-02-13,4,2,2,3,2,4,4,3
PR5737,5A04-0EB4,2022-02-14,5,5,4,1,0,2,3,2
PR5738,97F4-0B14,2022-02-14,4,3,5,1,0,3,4,4
PR5739,F1B6-31B7,2022-02-14,4,4,5,2,1,4,5,5
PR574,3CD6-5587,2015-03-24,3,5,2,1,1,4,5,5
PR5740,C8FA-B6FE,2022-02-14,4,4,5,2,3,5,4,3
PR5741,3261-373A,2022-02-15,4,2,4,2,1,4,5,4
PR5742,5021-95FC,2022-02-16,5,5,5,2,1,2,4,3
PR5743,B97B-73D7,2022-02-16,5,5,2,1,0,2,4,4
PR5744,D351-C7E4,2022-02-16,4,4,2,3,0,5,5,5
PR5745,EEA0-C109,2022-02-16,4,4,5,3,1,2,5,5
PR5746,55DC-C0F0,2022-02-18,5,3,3,3,2,3,4,3
PR5747,2219-56CA,2022-02-19,3,3,3,3,2,5,5,4
PR5748,8FB2-4CE0,2022-02-19,5,2,3,3,2,5,5,5
PR5749,B437-FCF8,2022-02-19,3,2,4,2,3,2,4,4
PR575,BAFA-86DF,2015-03-24,4,5,2,3,0,5,4,4
PR5750,2D04-D0A5,2022-02-19,3,3,3,1,0,2,5,5
PR5751,5237-1B85,2022-02-20,4,4,5,1,1,3,4,4
PR5752,F968-671C,2022-02-20,4,3,3,3,3,5,4,4
PR5753,F997-FE6C,2022-02-20,4,5,3,2,0,5,4,3
PR5754,CED0-8D31,2022-02-20,3,3,3,1,1,3,4,4
PR5755,E210-F193,2022-02-20,4,5,2,2,1,4,4,3
PR5756,5B08-EF96,2022-02-21,4,2,3,3,3,2,5,5
PR5757,E348-E12B,2022-02-21,5,3,5,3,0,2,3,2
PR5758,8ACE-C5CE,2022-02-21,3,4,4,2,0,4,5,4
PR5759,C6A8-4E8A,2022-02-21,5,4,2,3,2,3,5,5
PR576,C6D7-A568,2015-03-24,5,3,2,3,2,2,4,3
PR5760,63DA-AA21,2022-02-22,3,3,2,2,0,5,5,5
PR5761,7DA1-A202,2022-02-22,4,4,2,2,2,5,3,2
PR5762,2E25-987F,2022-02-22,5,4,4,2,0,5,4,3
PR5763,200B-1979,2022-02-23,3,4,5,3,2,2,3,2
PR5764,C016-FA12,2022-02-24,3,2,5,3,0,4,5,5
PR5765,7816-BF57,2022-02-24,5,5,4,1,2,5,4,3
PR5766,D6D2-184B,2022-02-24,3,3,2,3,2,3,5,4
PR5767,DB54-E47D,2022-02-24,3,2,4,2,2,2,5,5
PR5768,3560-C117,2022-02-25,4,5,2,3,0,3,3,2
PR5769,1914-B934,2022-02-25,5,5,3,3,0,2,3,2
PR577,5160-53BD,2015-03-25,3,5,5,2,1,3,3,2
PR5770,596B-33F4,2022-02-26,4,3,3,2,0,2,5,5
PR5771,E7A6-33A3,2022-02-26,5,2,3,1,1,4,5,4
PR5772,0CFA-28A3,2022-02-26,5,4,3,1,1,2,3,3
PR5773,00D4-DD53,2022-02-27,3,4,5,3,0,3,4,4
PR5774,7749-B277,2022-02-27,4,5,2,3,1,3,5,5
PR5775,7823-0217,2022-02-27,4,2,4,3,1,4,4,3
PR5776,6E7B-D50D,2022-02-27,3,3,4,2,1,2,4,3
PR5777,82B4-8569,2022-02-27,3,3,5,3,1,4,4,3
PR5778,17AD-99F5,2022-02-28,3,5,4,2,1,2,4,3
PR5779,CC8A-0B1F,2022-02-28,3,4,3,2,1,3,5,5
PR578,81FF-8D6C,2015-03-25,5,3,5,2,2,2,3,2
PR5780,DE22-FB63,2022-02-28,5,4,2,3,0,2,3,2
PR5781,A366-C17A,2022-02-28,5,4,2,2,0,5,4,3
PR5782,6EDB-94B7,2022-02-28,5,2,2,1,1,5,3,3
PR5783,93B1-6510,2022-02-28,3,5,3,1,1,4,5,5
PR5784,E2A0-930A,2022-02-28,5,2,5,2,1,2,4,3
PR5785,EACC-D1F6,2022-03-01,2,3,4,2,2,1,3,3
PR5786,21B3-8491,2022-03-01,4,3,2,2,1,4,5,5
PR5787,ABB5-0B95,2022-03-01,4,3,4,1,2,4,3,3
PR5788,BC43-E62B,2022-03-01,3,3,2,1,0,2,4,3
PR5789,C57E-6E4F,2022-03-02,3,3,3,2,0,2,3,3
PR579,84E7-02D4,2015-03-26,3,3,5,2,2,5,3,2
PR5790,CC2F-670E,2022-03-02,3,3,5,1,0,4,3,2
PR5791,FD0B-7B0A,2022-03-02,5,5,2,3,0,2,5,4
PR5792,0322-D46B,2022-03-02,3,4,5,2,2,2,4,3
PR5793,03D3-AA88,2022-03-02,4,5,5,2,0,3,3,2
PR5794,06B9-B79D,2022-03-03,3,4,5,1,1,4,4,4
PR5795,5AA7-C7BA,2022-03-03,3,3,2,2,1,5,3,3
PR5796,70CB-4A9B,2022-03-03,3,5,2,2,0,4,5,4
PR5797,3F5B-6277,2022-03-03,5,2,5,1,2,2,5,5
PR5798,9ED3-ED64,2022-03-03,5,4,4,1,0,3,5,5
PR5799,1054-9C3B,2022-03-04,4,3,3,1,0,5,5,4
PR58,F968-671C,2013-02-22,5,3,2,2,1,4,4,3
PR580,6010-A052,2015-03-26,4,2,2,2,0,5,4,4
PR5800,155B-42BE,2022-03-04,5,3,2,2,0,3,4,3
PR5801,5222-EBE1,2022-03-04,4,3,5,2,2,4,4,4
PR5802,B1EC-849B,2022-03-04,4,4,4,1,2,4,3,2
PR5803,468A-E249,2022-03-04,4,5,5,3,1,5,5,5
PR5804,36E1-3DDF,2022-03-04,4,5,4,2,1,5,4,3
PR5805,8567-5B27,2022-03-05,3,2,4,2,3,5,4,4
PR5806,D970-9F5E,2022-03-05,4,3,5,3,1,2,4,4
PR5807,EAB1-2EB2,2022-03-05,4,5,3,1,0,2,5,4
PR5808,ACD5-5FA2,2022-03-05,3,5,3,2,0,3,3,3
